Authors,Title,CitationKey,Original_Search,Forward_Search,Backward_Search,1991,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,HCSS,HPS,IE,MI,ORMS,TandO,JCR_None,Article,Conference_Paper,Data_Driven,Collaberation,Primary_Data,Secondary_Data,Expert_Opinion,Theoretical,Conceptualised,Implemented,Africa,Asia,Europe,North_America,Oceania,South_America,No_Continent,Academia,Authorities,Commerce,Grants,Health_Services,No_Mention,No_Funder,Fractures,Sports,Spine,Pediatrics,Shoulder,Elbow,Hands,Foot_and_Ankle,Knee,Hip,General,Acute,Chronic,CA_Surgical,Primary_Care,Secondary_Care,Tertiary_Care,Community_Care,Patient_Progression_Care,No_Care_Area,Clinical,Department,Hospital,Patient_Assessment,Outpatients,Inpatients,Pathway_Surgery,Post_Surgery,Rehab,Follow_Up,Decision_Making,Patient,Provider,Societal,Evaluating,Forecasting,Improving,Decision_Analysis,Graph_Theory,Heuristics,Markov_Model,MCDM,Optimisation,Queuing_Theory,Simulation,Soft_OR,Statistical,ABM,AHP,Break_Even,Decision_Tree,Delphi,DES,Genetic_Algorithm,Goal_Programming,Integer_Programming,Knapsack,Mathematical_Model,Microsimulation,MILP,Markov_Method,Monte_Carlo,Neighbourhood,PSO,Queuing_Model,Scatter_Search,SNA,Statistical_Analysis,SD,Tabu_Search,Delphi2nd,DES2nd,Forecasting2nd,Microsimulation2nd,Monte2nd,Sensitivity2nd,Simulation2nd,NoSecond,Cost,Health,Time,Strategic,Tactical,Operational_Offline,Operational_Online,No_Planning,Bed_Management,Capacity_Planning,Cost_Analysis,Cost_Effectiveness,Cost_Utility,Expected_Value,Health_Utility,Location_Planning,Manufacturing,Medical_Decision,Medical_Simulation,Patient_Scheduling,Risk_Benefit,Staff_Utilisation,System_Design
"Menzin, J.; Colditz, G. A.; Regan, M. M.; Richner, R. E.; Oster, G.",Cost-effectiveness of Enoxaparin vs Low-Dose Warfarin in the Prevention of Deep-Vein Thrombosis After Total Hip Replacement Surgery,Menzin1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Meredith S.J., Rauer T., Chmielewski T.L., Fink C., Diermeier T., Rothrauff B.B., Svantesson E., Hamrin Senorski E., Hewett T.E., Sherman S.L., Lesniak B.P., The Panther Symposium ACL Injury Return to Sport Consensus Group",Return to sport after anterior cruciate ligament injury: Panther Symposium ACL Injury Return to Sport Consensus Group,Meredith20202403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Merollini, K. M. D.; Crawford, R. W.; Whitehouse, S. L.; Graves, N.",Surgical site infection prevention following total hip arthroplasty in Australia: A cost-effectiveness analysis,Merollini2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Merrill R.K., McAnany S.J., Albert T.J., Qureshi S.A.",Is Two-level Cervical Disc Replacement More Cost-effective Than Anterior Cervical Discectomy and Fusion at 7 Years?,Merrill2018610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Meyr A.J., Mirmiran R., Naldo J., Sachs B.D., Shibuya N.",American College of Foot and Ankle Surgeons® Clinical Consensus Statement: Perioperative Management,Meyr2017336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Migliore, A.; Integlia, D.; Pompilio, G.; Di Giuseppe, F.; Aru, C.; Brown, T.",Cost-effectiveness and budget impact analysis of viscosupplementation with hylan G-F 20 for knee and hip osteoarthritis,Migliore2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Min K., Fedorka C., Solberg M.J., Shaha S.H., Higgins L.D.",The cost-effectiveness of the arthroscopic Bankart versus open Latarjet in the treatment of primary shoulder instability,Min2018S2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mittwede P.N., Murawski C.D., Ackermann J., Görtz S., Hintermann B., Kim H.J., Thordarson D.B., Vannini F., Younger A.S.E., Adams S.B., Jr., Andrews C.L., Angthong C., Batista J.P., Baur O.L., Bayer S., Becher C., Berlet G.C., Boakye L.A.T., Brown A.J., Buda R., Calder J.D.F., Canata G.L., Carreira D.S., Clanton T.O., Dahmen J., D’Hooghe P., DiGiovanni C.W., Dombrowski M.E., Drakos M.C., Ferkel R.D., Ferrao P.N.F., Fortier L.A., Glazebrook M., Giza E., Gomaa M., Haleem A.M., Hamid K., Hangody L., Hannon C.P., Haverkamp D., Hertel J., Hogan M.V., Hunt K.J., Hurley E.T., Karlsson J., Kearns S.R., Kennedy J.G., Kerkhoffs G.M.M.J., Kong S.W., Labib S.A., Lambers K.T.A., Lee J.W., Lee K.B., Ling J.S., Longo U.G., Marangon A., McCollum G., Mitchell A.W., Nehrer S., Niemeyer P., Nunley J.A., II, O’Malley M.J., Osei-Hwedieh D.O., Paul J., Pearce C.J., Pereira H., Popchak A., Prado M.P., Raikin S.M., Reilingh M.L., Rothrauff B.B., Schon L.C., Shimozono Y., Simpson H., Smyth N.A., Sofka C.M., Spennacchio P., Stone J.W., Sullivan M., Takao M., Tanaka Y., Tuan R., Valderrabano V., van Bergen C.J.A., van Dijk C.N., van Dijk P.A.D., Vaseenon T., Walther M., Wiewiorski M., Xu X., Yasui Y., Yinghui H., Yoshimura I., Zhang Z., the International Consensus Group on Cartilage Repair of the Ankle",Revision and Salvage Management: Proceedings of the International Consensus Meeting on Cartilage Repair of the Ankle,Mittwede201854S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mohandas A., Summa C., Worthington W.B., Lerner J., Foley K.T., Bohinski R.J., Lanford G.B., Holden C., Wohns R.N.W.",Best Practices for Outpatient Anterior Cervical Surgery,Mohandas2017E648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Montgomery, S.; Bourget-Murray, J.; You, D. Z.; Nherera, L.; Khoshbin, A.; Atrey, A.; Powell, J. N.",Cost-effectiveness of dual-mobility components in patients with displaced femoral neck fractures,Montgomery20211783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Moretto N., Comans T.A., Chang A.T., O'Leary S.P., Osborne S., Carter H.E., Smith D., Cavanagh T., Blond D., Raymer M.",Implementation of simulation modelling to improve service planning in specialist orthopaedic and neurosurgical outpatient services,Moretto2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mori, T.; Crandall, C. J.; Fujii, T.; Ganz, D. A.",Cost-effectiveness of zoledronic acid compared with sequential denosumab/alendronate for older osteoporotic women in Japan,Mori2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mori, T.; Crandall, C. J.; Ganz, D. A.",Cost-effectiveness of denosumab versus oral alendronate for elderly osteoporotic women in Japan,Mori2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Moschetti W.E., Konopka J.F., Rubash H.E., Genuario J.W.",Can Robot-Assisted Unicompartmental Knee Arthroplasty Be Cost-Effective? A Markov Decision Analysis,Moschetti2016759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mostafavi Tabatabaee R., Rasouli M.R., Maltenfort M.G., Parvizi J.",Cost-effective prophylaxis against venous thromboembolism after total joint arthroplasty: Warfarin versus aspirin,MostafaviTabatabaee2015159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Moverman, M. A.; Bruha, M. J.; Pagani, N. R.; Puzzitiello, R. N.; Menendez, M. E.; Barnes, C. L.",Perioperative Medical Optimization of Symptomatic Benign Prostatic Hyperplasia Is an Economically Justified Infection Prevention Strategy in Total Joint Arthroplasty,Moverman2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mújica Mota R.E.,Cost-effectiveness analysis of early versus late total hip replacement in Italy,MÃºjicaMota2013267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mujica-Mota, R. E.; Watson, L. K.; Tarricone, R.; JÃ¤ger, M.",Cost-effectiveness of timely versus delayed primary total hip replacement in Germany: A social health insurance perspective,MujicaMota2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Murawski, C. D.; Jamal, M. S.; Hurley, E. T.; Buda, R.; Hunt, K.; McCollum, G.; Paul, J.; Vannini, F.; Walther, M.; Yasui, Y.; Ali, Z.; Altink, J. N.; Batista, J.; Bayer, S.; Berlet, G. C.; Calder, J. D. F.; Dahmen, J.; Davey, M. S.; D'Hooghe, P.; DiGiovanni, C. W.; Ferkel, R. D.; Gianakos, A. L.; Giza, E.; Glazebrook, M.; Hangody, L.; Haverkamp, D.; Hintermann, B.; Hua, Y.; Hurley, D. J.; Karlsson, J.; Kearns, S.; Kennedy, J. G.; Kerkhoffs, G. M. M. J.; Lambers, K.; Lee, J. W.; Mercer, N. P.; Mulvin, C.; Nunley, J. A.; Pearce, C.; Pereira, H.; Prado, M.; Raikin, S. M.; Savage-Elliott, I.; Schon, L. C.; Shimozono, Y.; Stone, J. W.; Stufkens, S. A. S.; Sullivan, M.; Takao, M.; Thermann, H.; Thordarson, D.; Toale, J.; Valderrabano, V.; van Bergen, C. J. A.; van Dijk, C. N.; Walls, R. J.; Younger, A. S.; Hogan, M. V.",Terminology for osteochondral lesions of the ankle: proceedings of the International Consensus Meeting on Cartilage Repair of the Ankle,Murawski2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Namin A.T., Jalali M.S., Vahdat V., Bedair H.S., O'Connor M.I., Kamarthi S., Isaacs J.A.",Adoption of New Medical Technologies: The Case of Customized Individually Made Knee Implants,Namin2019423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Neumann J., Angrick C., Höhn C., Zajonz D., Ghanem M., Roth A., Neumuth T.",Surgical workflow simulation for the design and assessment of operating room setups in orthopedic surgery,Neumann2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Neumann, J.; Angrick, C.; Rollenhagen, D.; Roth, A.; Neumuth, T.",Perioperative workflow simulation and optimization in orthopedic surgery,Neumann2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nherera, L. M.; Trueman, P.; Horner, A.; Johnstone, A. J.; Watson, T. J.; Fatoye, F. A.",Comparing the costs and outcomes of an integrated twin compression screw (ITCS) nail with standard of care using a single lag screw or a single helical blade cephalomedullary nail in patients with intertrochanteric hip fractures,Nherera2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nherera, L. M.; Verma, S.; Trueman, P.; Jennings, S.",Early Economic Evaluation Demonstrates That Noncomputerized Tomography Robotic-Assisted Surgery Is Cost-Effective in Patients Undergoing Unicompartmental Knee Arthroplasty at High-Volume Orthopaedic Centres,Nherera2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nikkel, L. E.; Tran, L.; Jennings, J. M.; Hollenbeak, C. S.",Cost-Effectiveness of Preoperative Spinal Imaging Before Total Hip Arthroplasty,Nikkel2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Novak, E. J.; Silverstein, M. D.; Bozic, K. J.",The cost-effectiveness of computer-assisted navigation in total knee arthroplasty,Novak2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nwachukwu B.U., McLawhorn A.S., Simon M.S., Hamid K.S., Demetracopoulos C.A., Deland J.T., Ellis S.J.",Management of end-stage ankle arthritis: Cost-utility analysis using direct and indirect costs,Nwachukwu20151159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
